"seed","beta","target","nearest","success","updates"
42,0.1,5428,4838,false,6
42,0.1,9011,4838,false,6
42,0.1,8994,4838,false,6
42,0.1,1455,4838,false,7
42,0.1,9591,4838,false,6
42,0.1,2336,4838,false,6
42,0.1,3117,4838,false,6
42,0.1,5649,4838,false,6
42,0.1,1693,4838,false,6
42,0.1,6680,4838,false,6
42,0.1,6612,4838,false,6
42,0.1,131,4838,false,5
42,0.1,6130,4838,false,6
42,0.1,4228,4838,false,6
42,0.1,690,4838,false,6
42,0.1,7929,4838,false,6
42,0.1,5570,4838,false,7
42,0.1,1784,4838,false,5
42,0.1,9734,4838,false,6
42,0.1,8192,4838,false,6
42,0.1,1324,4838,false,6
42,0.1,9211,4838,false,6
42,0.1,2507,4838,false,5
42,0.1,2458,4838,false,6
42,0.1,4333,4838,false,6
42,0.1,747,4838,false,6
42,0.1,2001,4838,false,6
42,0.1,1570,4838,false,5
42,0.1,3180,4838,false,6
42,0.1,139,4838,false,6
42,0.1,1962,4838,false,5
42,0.1,5369,4838,false,6
42,0.14384498882876628,8532,4838,false,5
42,0.14384498882876628,5780,4838,false,7
42,0.14384498882876628,4867,4838,false,7
42,0.14384498882876628,9318,4838,false,7
42,0.14384498882876628,721,4838,false,7
42,0.14384498882876628,3529,4838,false,7
42,0.14384498882876628,9450,4838,false,7
42,0.14384498882876628,6060,4838,false,7
42,0.14384498882876628,8285,4838,false,6
42,0.14384498882876628,9941,4838,false,7
42,0.14384498882876628,7229,4838,false,8
42,0.14384498882876628,3306,4838,false,7
42,0.14384498882876628,1513,4838,false,8
42,0.14384498882876628,2339,4838,false,7
42,0.14384498882876628,3582,4838,false,7
42,0.14384498882876628,2570,4838,false,7
42,0.14384498882876628,7266,4838,false,7
42,0.14384498882876628,7386,4838,false,6
42,0.14384498882876628,7323,4838,false,7
42,0.14384498882876628,1283,4838,false,7
42,0.14384498882876628,889,4838,false,8
42,0.14384498882876628,404,4838,false,7
42,0.14384498882876628,8007,4838,false,7
42,0.14384498882876628,4633,4838,false,8
42,0.14384498882876628,6235,4838,false,7
42,0.14384498882876628,2930,4838,false,8
42,0.14384498882876628,6519,4838,false,7
42,0.14384498882876628,9296,4838,false,7
42,0.14384498882876628,7984,4838,false,7
42,0.14384498882876628,3010,4838,false,7
42,0.14384498882876628,4511,4838,false,7
42,0.14384498882876628,3570,4838,false,7
42,0.14384498882876628,7075,4838,false,7
42,0.14384498882876628,8697,4838,false,8
42,0.14384498882876628,7663,4838,false,7
42,0.14384498882876628,196,4838,false,7
42,0.14384498882876628,1997,4838,false,7
42,0.14384498882876628,4771,4838,false,6
42,0.14384498882876628,8845,4838,false,7
42,0.14384498882876628,9150,4838,false,7
42,0.14384498882876628,5436,4838,false,7
42,0.14384498882876628,5930,4838,false,6
42,0.14384498882876628,4404,4838,false,8
42,0.14384498882876628,5174,4838,false,5
42,0.14384498882876628,4641,4838,false,7
42,0.14384498882876628,4756,4838,false,7
42,0.14384498882876628,4240,4838,false,6
42,0.14384498882876628,2351,4838,false,7
42,0.14384498882876628,1579,4838,false,7
42,0.14384498882876628,3126,4838,false,8
42,0.14384498882876628,587,4838,false,7
42,0.14384498882876628,7702,4838,false,6
42,0.14384498882876628,460,4838,false,7
42,0.14384498882876628,1249,4838,false,8
42,0.14384498882876628,6186,4838,false,8
42,0.14384498882876628,516,4838,false,4
42,0.14384498882876628,9544,4838,false,7
42,0.14384498882876628,5259,4838,false,8
42,0.14384498882876628,5412,4838,false,7
42,0.14384498882876628,956,4838,false,7
42,0.14384498882876628,7957,4838,false,7
42,0.14384498882876628,2227,4838,false,7
42,0.14384498882876628,3640,4838,false,6
42,0.14384498882876628,206,4838,false,7
42,0.14384498882876628,8184,4838,false,7
42,0.14384498882876628,6440,4838,false,7
42,0.14384498882876628,133,4838,false,6
42,0.14384498882876628,3218,4838,false,4
42,0.14384498882876628,5428,4838,false,7
42,0.14384498882876628,9011,4838,false,7
42,0.14384498882876628,8994,4838,false,7
42,0.14384498882876628,1455,4838,false,8
42,0.14384498882876628,9591,4838,false,7
42,0.14384498882876628,2336,4838,false,7
42,0.14384498882876628,3117,4838,false,7
42,0.14384498882876628,5649,4838,false,7
42,0.14384498882876628,1693,4838,false,6
42,0.14384498882876628,6680,4838,false,7
42,0.14384498882876628,6612,4838,false,7
42,0.14384498882876628,131,4838,false,6
42,0.14384498882876628,6130,4838,false,7
42,0.14384498882876628,4228,4838,false,6
42,0.14384498882876628,690,4838,false,7
42,0.14384498882876628,7929,4838,false,7
42,0.14384498882876628,5570,4838,false,8
42,0.14384498882876628,1784,4838,false,6
42,0.14384498882876628,9734,4838,false,7
42,0.14384498882876628,8192,4838,false,7
42,0.14384498882876628,1324,4838,false,7
42,0.14384498882876628,9211,4838,false,7
42,0.14384498882876628,2507,4838,false,5
42,0.14384498882876628,2458,4838,false,7
42,0.14384498882876628,4333,4838,false,7
42,0.14384498882876628,747,4838,false,7
42,0.14384498882876628,2001,4838,false,7
42,0.14384498882876628,1570,4838,false,6
42,0.14384498882876628,3180,4838,false,7
42,0.14384498882876628,139,4838,false,6
42,0.14384498882876628,1962,4838,false,6
42,0.14384498882876628,5369,4838,false,7
42,0.20691380811147897,8532,4838,false,6
42,0.20691380811147897,5780,4838,false,8
42,0.20691380811147897,4867,4838,false,9
42,0.20691380811147897,9318,4838,false,8
42,0.20691380811147897,721,4838,false,8
42,0.20691380811147897,3529,4838,false,8
42,0.20691380811147897,9450,4838,false,8
42,0.20691380811147897,6060,4838,false,8
42,0.20691380811147897,8285,4838,false,7
42,0.20691380811147897,9941,4838,false,8
42,0.20691380811147897,7229,4838,false,9
42,0.20691380811147897,3306,4838,false,8
42,0.20691380811147897,1513,4838,false,9
42,0.20691380811147897,2339,4838,false,8
42,0.20691380811147897,3582,4838,false,8
42,0.20691380811147897,2570,4838,false,8
42,0.20691380811147897,7266,4838,false,8
42,0.20691380811147897,7386,4838,false,7
42,0.20691380811147897,7323,4838,false,8
42,0.20691380811147897,1283,4838,false,9
42,0.20691380811147897,889,4838,false,9
42,0.20691380811147897,404,4838,false,8
42,0.20691380811147897,8007,4838,false,9
42,0.20691380811147897,4633,4838,false,9
42,0.20691380811147897,6235,4838,false,8
42,0.20691380811147897,2930,4838,false,9
42,0.20691380811147897,6519,4838,false,8
42,0.20691380811147897,9296,4838,false,8
42,0.20691380811147897,7984,4838,false,8
42,0.20691380811147897,3010,4838,false,8
42,0.20691380811147897,4511,4838,false,9
42,0.20691380811147897,3570,4838,false,8
42,0.20691380811147897,7075,4838,false,8
42,0.20691380811147897,8697,4838,false,9
42,0.20691380811147897,7663,4838,false,8
42,0.20691380811147897,196,4838,false,8
42,0.20691380811147897,1997,4838,false,9
42,0.20691380811147897,4771,4838,false,6
42,0.20691380811147897,8845,4838,false,9
42,0.20691380811147897,9150,4838,false,8
42,0.20691380811147897,5436,4838,false,8
42,0.20691380811147897,5930,4838,false,7
42,0.20691380811147897,4404,4838,false,9
42,0.20691380811147897,5174,4838,false,5
42,0.20691380811147897,4641,4838,false,8
42,0.20691380811147897,4756,4838,false,8
42,0.20691380811147897,4240,4838,false,7
42,0.20691380811147897,2351,4838,false,8
42,0.20691380811147897,1579,4838,false,8
42,0.20691380811147897,3126,4838,false,9
42,0.20691380811147897,587,4838,false,8
42,0.20691380811147897,7702,4838,false,7
42,0.20691380811147897,460,4838,false,8
42,0.20691380811147897,1249,4838,false,9
42,0.20691380811147897,6186,4838,false,9
42,0.20691380811147897,516,4838,false,6
42,0.20691380811147897,9544,4838,false,8
42,0.20691380811147897,5259,4838,false,9
42,0.20691380811147897,5412,4838,false,8
42,0.20691380811147897,956,4838,false,8
42,0.20691380811147897,7957,4838,false,8
42,0.20691380811147897,2227,4838,false,8
42,0.20691380811147897,3640,4838,false,7
42,0.20691380811147897,206,4838,false,8
42,0.20691380811147897,8184,4838,false,9
42,0.20691380811147897,6440,4838,false,8
42,0.20691380811147897,133,4838,false,7
42,0.20691380811147897,3218,4838,false,6
42,0.20691380811147897,5428,4838,false,8
42,0.20691380811147897,9011,4838,false,8
42,0.20691380811147897,8994,4838,false,8
42,0.20691380811147897,1455,4838,false,9
42,0.20691380811147897,9591,4838,false,8
42,0.20691380811147897,2336,4838,false,7
42,0.20691380811147897,3117,4838,false,9
42,0.20691380811147897,5649,4838,false,8
42,0.20691380811147897,1693,4838,false,8
42,0.20691380811147897,6680,4838,false,8
42,0.20691380811147897,6612,4838,false,8
42,0.20691380811147897,131,4838,false,6
42,0.20691380811147897,6130,4838,false,8
42,0.20691380811147897,4228,4838,false,7
42,0.20691380811147897,690,4838,false,8
42,0.20691380811147897,7929,4838,false,8
42,0.20691380811147897,5570,4838,false,9
42,0.20691380811147897,1784,4838,false,7
42,0.20691380811147897,9734,4838,false,8
42,0.20691380811147897,8192,4838,false,8
42,0.20691380811147897,1324,4838,false,8
42,0.20691380811147897,9211,4838,false,8
42,0.20691380811147897,2507,4838,false,7
42,0.20691380811147897,2458,4838,false,8
42,0.20691380811147897,4333,4838,false,8
42,0.20691380811147897,747,4838,false,8
42,0.20691380811147897,2001,4838,false,8
42,0.20691380811147897,1570,4838,false,7
42,0.20691380811147897,3180,4838,false,8
42,0.20691380811147897,139,4838,false,7
42,0.20691380811147897,1962,4838,false,7
42,0.20691380811147897,5369,4838,false,8
42,0.29763514416313175,8532,2799,false,8
42,0.29763514416313175,5780,2799,false,9
42,0.29763514416313175,4867,2799,false,10
42,0.29763514416313175,9318,2799,false,9
42,0.29763514416313175,721,2799,false,9
42,0.29763514416313175,3529,2799,false,9
42,0.29763514416313175,9450,2799,false,9
42,0.29763514416313175,6060,2799,false,9
42,0.29763514416313175,8285,2799,false,7
42,0.29763514416313175,9941,2799,false,9
42,0.29763514416313175,7229,2799,false,10
42,0.29763514416313175,3306,2799,false,9
42,0.29763514416313175,1513,2799,false,10
42,0.29763514416313175,2339,2799,false,9
42,0.29763514416313175,3582,2799,false,9
42,0.29763514416313175,2570,2799,false,9
42,0.29763514416313175,7266,2799,false,9
42,0.29763514416313175,7386,2799,false,8
42,0.29763514416313175,7323,2799,false,9
42,0.29763514416313175,1283,2799,false,10
42,0.29763514416313175,889,2799,false,10
42,0.29763514416313175,404,2799,false,10
42,0.29763514416313175,8007,2799,false,10
42,0.29763514416313175,4633,2799,false,10
42,0.29763514416313175,6235,2799,false,9
42,0.29763514416313175,2930,2799,false,10
42,0.29763514416313175,6519,2799,false,9
42,0.29763514416313175,9296,2799,false,9
42,0.29763514416313175,7984,2799,false,9
42,0.29763514416313175,3010,2799,false,9
42,0.29763514416313175,4511,2799,false,10
42,0.29763514416313175,3570,2799,false,9
42,0.29763514416313175,7075,2799,false,9
42,0.29763514416313175,8697,2799,false,10
42,0.29763514416313175,7663,2799,false,10
42,0.29763514416313175,196,2799,false,9
42,0.29763514416313175,1997,2799,false,10
42,0.29763514416313175,4771,2799,false,6
42,0.29763514416313175,8845,2799,false,10
42,0.29763514416313175,9150,2799,false,9
42,0.29763514416313175,5436,2799,false,10
42,0.29763514416313175,5930,2799,false,8
42,0.29763514416313175,4404,2799,false,10
42,0.29763514416313175,5174,2799,false,7
42,0.29763514416313175,4641,2799,false,9
42,0.29763514416313175,4756,2799,false,9
42,0.29763514416313175,4240,2799,false,7
42,0.29763514416313175,2351,2799,false,9
42,0.29763514416313175,1579,2799,false,9
42,0.29763514416313175,3126,2799,false,10
42,0.29763514416313175,587,2799,false,10
42,0.29763514416313175,7702,2799,false,9
42,0.29763514416313175,460,2799,false,9
42,0.29763514416313175,1249,2799,false,10
42,0.29763514416313175,6186,2799,false,10
42,0.29763514416313175,516,2799,false,8
42,0.29763514416313175,9544,2799,false,10
42,0.29763514416313175,5259,2799,false,10
42,0.29763514416313175,5412,2799,false,9
42,0.29763514416313175,956,2799,false,9
42,0.29763514416313175,7957,2799,false,9
42,0.29763514416313175,2227,2799,false,8
42,0.29763514416313175,3640,2799,false,9
42,0.29763514416313175,206,2799,false,10
42,0.29763514416313175,8184,2799,false,10
42,0.29763514416313175,6440,2799,false,9
42,0.29763514416313175,133,2799,false,8
42,0.29763514416313175,3218,2799,false,8
42,0.29763514416313175,5428,2799,false,9
42,0.29763514416313175,9011,2799,false,9
42,0.29763514416313175,8994,2799,false,9
42,0.29763514416313175,1455,2799,false,10
42,0.29763514416313175,9591,2799,false,9
42,0.29763514416313175,2336,2799,false,8
42,0.29763514416313175,3117,2799,false,10
42,0.29763514416313175,5649,2799,false,9
42,0.29763514416313175,1693,2799,false,9
42,0.29763514416313175,6680,2799,false,9
42,0.29763514416313175,6612,2799,false,9
42,0.29763514416313175,131,2799,false,6
42,0.29763514416313175,6130,2799,false,9
42,0.29763514416313175,4228,2799,false,8
42,0.29763514416313175,690,2799,false,9
42,0.29763514416313175,7929,2799,false,9
42,0.29763514416313175,5570,2799,false,10
42,0.29763514416313175,1784,2799,false,8
42,0.29763514416313175,9734,2799,false,9
42,0.29763514416313175,8192,2799,false,9
42,0.29763514416313175,1324,2799,false,9
42,0.29763514416313175,9211,2799,false,9
42,0.29763514416313175,2507,2799,false,8
42,0.29763514416313175,2458,2799,false,9
42,0.29763514416313175,4333,2799,false,9
42,0.29763514416313175,747,2799,false,10
42,0.29763514416313175,2001,2799,false,9
42,0.29763514416313175,1570,2799,false,7
42,0.29763514416313175,3180,2799,false,9
42,0.29763514416313175,139,2799,false,8
42,0.29763514416313175,1962,2799,false,7
42,0.29763514416313175,5369,2799,false,9
42,0.42813323987193935,8532,2799,false,9
42,0.42813323987193935,5780,2799,false,10
42,0.42813323987193935,4867,2799,false,10
42,0.42813323987193935,9318,2799,false,9
42,0.42813323987193935,721,2799,false,9
42,0.42813323987193935,3529,2799,false,10
42,0.42813323987193935,9450,2799,false,10
42,0.42813323987193935,6060,2799,false,10
42,0.42813323987193935,8285,2799,false,6
42,0.42813323987193935,9941,2799,false,9
42,0.42813323987193935,7229,2799,false,10
42,0.42813323987193935,3306,2799,false,10
42,0.42813323987193935,1513,2799,false,10
42,0.42813323987193935,2339,2799,false,9
42,0.42813323987193935,3582,2799,false,10
42,0.42813323987193935,2570,2799,false,10
42,0.42813323987193935,7266,2799,false,9
42,0.42813323987193935,7386,2799,false,8
42,0.42813323987193935,7323,2799,false,10
42,0.42813323987193935,1283,2799,false,10
42,0.42813323987193935,889,2799,false,10
42,0.42813323987193935,404,2799,false,10
42,0.42813323987193935,8007,2799,false,10
42,0.42813323987193935,4633,2799,false,10
42,0.42813323987193935,6235,2799,false,9
42,0.42813323987193935,2930,2799,false,10
42,0.42813323987193935,6519,2799,false,10
42,0.42813323987193935,9296,2799,false,10
42,0.42813323987193935,7984,2799,false,10
42,0.42813323987193935,3010,2799,false,10
42,0.42813323987193935,4511,2799,false,10
42,0.42813323987193935,3570,2799,false,10
42,0.42813323987193935,7075,2799,false,10
42,0.42813323987193935,8697,2799,false,10
42,0.42813323987193935,7663,2799,false,10
42,0.42813323987193935,196,2799,false,10
42,0.42813323987193935,1997,2799,false,10
42,0.42813323987193935,4771,2799,false,9
42,0.42813323987193935,8845,2799,false,10
42,0.42813323987193935,9150,2799,false,10
42,0.42813323987193935,5436,2799,false,10
42,0.42813323987193935,5930,2799,false,8
42,0.42813323987193935,4404,2799,false,10
42,0.42813323987193935,5174,2799,false,9
42,0.42813323987193935,4641,2799,false,9
42,0.42813323987193935,4756,2799,false,9
42,0.42813323987193935,4240,2799,false,8
42,0.42813323987193935,2351,2799,false,9
42,0.42813323987193935,1579,2799,false,10
42,0.42813323987193935,3126,2799,false,10
42,0.42813323987193935,587,2799,false,10
42,0.42813323987193935,7702,2799,false,10
42,0.42813323987193935,460,2799,false,9
42,0.42813323987193935,1249,2799,false,10
42,0.42813323987193935,6186,2799,false,10
42,0.42813323987193935,516,2799,false,9
42,0.42813323987193935,9544,2799,false,10
42,0.42813323987193935,5259,2799,false,10
42,0.42813323987193935,5412,2799,false,9
42,0.42813323987193935,956,2799,false,9
42,0.42813323987193935,7957,2799,false,10
42,0.42813323987193935,2227,2799,false,9
42,0.42813323987193935,3640,2799,false,10
42,0.42813323987193935,206,2799,false,10
42,0.42813323987193935,8184,2799,false,10
42,0.42813323987193935,6440,2799,false,10
42,0.42813323987193935,133,2799,false,10
42,0.42813323987193935,3218,2799,false,9
42,0.42813323987193935,5428,2799,false,10
42,0.42813323987193935,9011,2799,false,10
42,0.42813323987193935,8994,2799,false,9
42,0.42813323987193935,1455,2799,false,10
42,0.42813323987193935,9591,2799,false,10
42,0.42813323987193935,2336,2799,false,9
42,0.42813323987193935,3117,2799,false,10
42,0.42813323987193935,5649,2799,false,10
42,0.42813323987193935,1693,2799,false,10
42,0.42813323987193935,6680,2799,false,9
42,0.42813323987193935,6612,2799,false,10
42,0.42813323987193935,131,2799,false,8
42,0.42813323987193935,6130,2799,false,10
42,0.42813323987193935,4228,2799,false,8
42,0.42813323987193935,690,2799,false,10
42,0.42813323987193935,7929,2799,false,9
42,0.42813323987193935,5570,2799,false,10
42,0.42813323987193935,1784,2799,false,10
42,0.42813323987193935,9734,2799,false,10
42,0.42813323987193935,8192,2799,false,10
42,0.42813323987193935,1324,2799,false,10
42,0.42813323987193935,9211,2799,false,10
42,0.42813323987193935,2507,2799,false,10
42,0.42813323987193935,2458,2799,false,10
42,0.42813323987193935,4333,2799,false,9
42,0.42813323987193935,747,2799,false,10
42,0.42813323987193935,2001,2799,false,10
42,0.42813323987193935,1570,2799,false,6
42,0.42813323987193935,3180,2799,false,9
42,0.42813323987193935,139,2799,false,8
42,0.42813323987193935,1962,2799,false,6
42,0.42813323987193935,5369,2799,false,9
42,0.6158482110660264,8532,2799,false,10
42,0.6158482110660264,5780,2799,false,10
42,0.6158482110660264,4867,2799,false,10
42,0.6158482110660264,9318,2799,false,9
42,0.6158482110660264,721,2799,false,9
42,0.6158482110660264,3529,2799,false,10
42,0.6158482110660264,9450,2799,false,10
42,0.6158482110660264,6060,2799,false,10
42,0.6158482110660264,8285,2799,false,9
42,0.6158482110660264,9941,2799,false,9
42,0.6158482110660264,7229,2799,false,10
42,0.6158482110660264,3306,2799,false,10
42,0.6158482110660264,1513,2799,false,10
42,0.6158482110660264,2339,2799,false,9
42,0.6158482110660264,3582,2799,false,10
42,0.6158482110660264,2570,2799,false,10
42,0.6158482110660264,7266,2799,false,9
42,0.6158482110660264,7386,2799,false,8
42,0.6158482110660264,7323,2799,false,10
42,0.6158482110660264,1283,2799,false,10
42,0.6158482110660264,889,2799,false,10
42,0.6158482110660264,404,2799,false,10
42,0.6158482110660264,8007,2799,false,10
42,0.6158482110660264,4633,2799,false,10
42,0.6158482110660264,6235,2799,false,9
42,0.6158482110660264,2930,2799,false,10
42,0.6158482110660264,6519,2799,false,10
42,0.6158482110660264,9296,2799,false,10
42,0.6158482110660264,7984,2799,false,10
42,0.6158482110660264,3010,2799,false,10
42,0.6158482110660264,4511,2799,false,10
42,0.6158482110660264,3570,2799,false,10
42,0.6158482110660264,7075,2799,false,10
42,0.6158482110660264,8697,2799,false,10
42,0.6158482110660264,7663,2799,false,10
42,0.6158482110660264,196,2799,false,10
42,0.6158482110660264,1997,2799,false,10
42,0.6158482110660264,4771,2799,false,10
42,0.6158482110660264,8845,2799,false,10
42,0.6158482110660264,9150,2799,false,10
42,0.6158482110660264,5436,2799,false,10
42,0.6158482110660264,5930,2799,false,7
42,0.6158482110660264,4404,2799,false,10
42,0.6158482110660264,5174,2799,false,10
42,0.6158482110660264,4641,2799,false,9
42,0.6158482110660264,4756,2799,false,9
42,0.6158482110660264,4240,2799,false,9
42,0.6158482110660264,2351,2799,false,9
42,0.6158482110660264,1579,2799,false,10
42,0.6158482110660264,3126,2799,false,10
42,0.6158482110660264,587,2799,false,10
42,0.6158482110660264,7702,2799,false,10
42,0.6158482110660264,460,2799,false,9
42,0.6158482110660264,1249,2799,false,10
42,0.6158482110660264,6186,2799,false,10
42,0.6158482110660264,516,2799,false,10
42,0.6158482110660264,9544,2799,false,10
42,0.6158482110660264,5259,2799,false,10
42,0.6158482110660264,5412,2799,false,9
42,0.6158482110660264,956,2799,false,10
42,0.6158482110660264,7957,2799,false,10
42,0.6158482110660264,2227,2799,false,9
42,0.6158482110660264,3640,2799,false,10
42,0.6158482110660264,206,2799,false,10
42,0.6158482110660264,8184,2799,false,10
42,0.6158482110660264,6440,2799,false,10
42,0.6158482110660264,133,2799,false,10
42,0.6158482110660264,3218,2799,false,10
42,0.6158482110660264,5428,2799,false,10
42,0.6158482110660264,9011,2799,false,10
42,0.6158482110660264,8994,2799,false,9
42,0.6158482110660264,1455,2799,false,10
42,0.6158482110660264,9591,2799,false,10
42,0.6158482110660264,2336,2799,false,8
42,0.6158482110660264,3117,2799,false,10
42,0.6158482110660264,5649,2799,false,10
42,0.6158482110660264,1693,2799,false,10
42,0.6158482110660264,6680,2799,false,9
42,0.6158482110660264,6612,2799,false,10
42,0.6158482110660264,131,2799,false,9
42,0.6158482110660264,6130,2799,false,10
42,0.6158482110660264,4228,2799,false,5
42,0.6158482110660264,690,2799,false,10
42,0.6158482110660264,7929,2799,false,9
42,0.6158482110660264,5570,2799,false,10
42,0.6158482110660264,1784,2799,false,10
42,0.6158482110660264,9734,2799,false,10
42,0.6158482110660264,8192,2799,false,10
42,0.6158482110660264,1324,2799,false,10
42,0.6158482110660264,9211,2799,false,10
42,0.6158482110660264,2507,2799,false,10
42,0.6158482110660264,2458,2799,false,10
42,0.6158482110660264,4333,2799,false,9
42,0.6158482110660264,747,2799,false,10
42,0.6158482110660264,2001,2799,false,10
42,0.6158482110660264,1570,2799,false,9
42,0.6158482110660264,3180,2799,false,9
42,0.6158482110660264,139,2799,false,7
42,0.6158482110660264,1962,2799,false,9
42,0.6158482110660264,5369,2799,false,9
42,0.8858667904100825,8532,2799,false,10
42,0.8858667904100825,5780,2799,false,10
42,0.8858667904100825,4867,2799,false,10
42,0.8858667904100825,9318,2799,false,9
42,0.8858667904100825,721,2799,false,9
42,0.8858667904100825,3529,2799,false,10
42,0.8858667904100825,9450,2799,false,9
42,0.8858667904100825,6060,2799,false,9
42,0.8858667904100825,8285,2799,false,10
42,0.8858667904100825,9941,2799,false,8
42,0.8858667904100825,7229,2799,false,10
42,0.8858667904100825,3306,2799,false,10
42,0.8858667904100825,1513,2799,false,10
42,0.8858667904100825,2339,2799,false,7
42,0.8858667904100825,3582,2799,false,10
42,0.8858667904100825,2570,2799,false,10
42,0.8858667904100825,7266,2799,false,8
42,0.8858667904100825,7386,2799,false,9
42,0.8858667904100825,7323,2799,false,10
42,0.8858667904100825,1283,2799,false,10
42,0.8858667904100825,889,2799,false,10
42,0.8858667904100825,404,2799,false,10
42,0.8858667904100825,8007,2799,false,10
42,0.8858667904100825,4633,2799,false,10
42,0.8858667904100825,6235,2799,false,9
42,0.8858667904100825,2930,2799,false,10
42,0.8858667904100825,6519,2799,false,10
42,0.8858667904100825,9296,2799,false,10
42,0.8858667904100825,7984,2799,false,10
42,0.8858667904100825,3010,2799,false,10
42,0.8858667904100825,4511,2799,false,10
42,0.8858667904100825,3570,2799,false,9
42,0.8858667904100825,7075,2799,false,10
42,0.8858667904100825,8697,2799,false,10
42,0.8858667904100825,7663,2799,false,10
42,0.8858667904100825,196,2799,false,10
42,0.8858667904100825,1997,2799,false,10
42,0.8858667904100825,4771,2799,false,10
42,0.8858667904100825,8845,2799,false,10
42,0.8858667904100825,9150,2799,false,10
42,0.8858667904100825,5436,2799,false,10
42,0.8858667904100825,5930,2799,false,9
42,0.8858667904100825,4404,2799,false,10
42,0.8858667904100825,5174,2799,false,10
42,0.8858667904100825,4641,2799,false,9
42,0.8858667904100825,4756,2799,false,9
42,0.8858667904100825,4240,2799,false,10
42,0.8858667904100825,2351,2799,false,8
42,0.8858667904100825,1579,2799,false,9
42,0.8858667904100825,3126,2799,false,10
42,0.8858667904100825,587,2799,false,10
42,0.8858667904100825,7702,2799,false,10
42,0.8858667904100825,460,2799,false,9
42,0.8858667904100825,1249,2799,false,10
42,0.8858667904100825,6186,2799,false,10
42,0.8858667904100825,516,2799,false,10
42,0.8858667904100825,9544,2799,false,10
42,0.8858667904100825,5259,2799,false,10
42,0.8858667904100825,5412,2799,false,8
42,0.8858667904100825,956,2799,false,9
42,0.8858667904100825,7957,2799,false,10
42,0.8858667904100825,2227,2799,false,6
42,0.8858667904100825,3640,2799,false,10
42,0.8858667904100825,206,2799,false,10
42,0.8858667904100825,8184,2799,false,10
42,0.8858667904100825,6440,2799,false,9
42,0.8858667904100825,133,2799,false,10
42,0.8858667904100825,3218,2799,false,10
42,0.8858667904100825,5428,2799,false,10
42,0.8858667904100825,9011,2799,false,10
42,0.8858667904100825,8994,2799,false,8
42,0.8858667904100825,1455,2799,false,10
42,0.8858667904100825,9591,2799,false,10
42,0.8858667904100825,2336,2799,false,8
42,0.8858667904100825,3117,2799,false,10
42,0.8858667904100825,5649,2799,false,10
42,0.8858667904100825,1693,2799,false,10
42,0.8858667904100825,6680,2799,false,9
42,0.8858667904100825,6612,2799,false,10
42,0.8858667904100825,131,2799,false,10
42,0.8858667904100825,6130,2799,false,10
42,0.8858667904100825,4228,2799,false,9
42,0.8858667904100825,690,2799,false,10
42,0.8858667904100825,7929,2799,false,8
42,0.8858667904100825,5570,2799,false,10
42,0.8858667904100825,1784,2799,false,10
42,0.8858667904100825,9734,2799,false,10
42,0.8858667904100825,8192,2799,false,10
42,0.8858667904100825,1324,2799,false,10
42,0.8858667904100825,9211,2799,false,10
42,0.8858667904100825,2507,2799,false,10
42,0.8858667904100825,2458,2799,false,10
42,0.8858667904100825,4333,2799,false,9
